CodProv,CodDist,CodPost,CodLocal,CodBairro,Provincia,Distrito,Posto,Localidade,Bairro,informal_type,count,rate
03,17,01,99,04,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Nahereuque,higheduc-selfemp,38.7789,0.0251831790554689
03,17,01,99,05,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Chivato,unpaidfam,256.6854,0.415479977889446
03,17,01,99,05,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Chivato,higheduc-wage,9.542,0.0154450153729861
03,17,01,99,05,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Chivato,loweduc-selfemp,264.6008,0.428292121536829
03,17,01,99,05,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Chivato,loweduc-wage,86.9763,0.140782885200739
03,17,01,99,06,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Namicuto,loweduc-selfemp,40.1445,0.670076764763321
03,17,01,99,06,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Namicuto,loweduc-wage,9.7585,0.162885180010783
03,17,01,99,06,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Namicuto,employer,10.0073,0.167038055225896
03,17,01,99,07,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Mpaco,employer,9.7585,0.326431283346435
03,17,01,99,07,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Mpaco,unpaidfam,10.2693,0.343518038435164
03,17,01,99,07,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Mpaco,loweduc-selfemp,9.8667,0.330050678218401
03,17,01,99,08,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Niriane,loweduc-selfemp,79.3761,0.616671936629922
03,17,01,99,08,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Niriane,unpaidfam,29.802,0.231531368452783
03,17,01,99,08,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Niriane,higheduc-selfemp,9.6721,0.0751424249651755
03,17,01,99,08,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Niriane,loweduc-wage,9.8667,0.0766542699521197
03,17,01,99,12,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Bloco 1,employer,214.7157,0.11788376829556
03,17,01,99,12,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Bloco 1,loweduc-wage,330.3228,0.181354676988877
03,17,01,99,12,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Bloco 1,higheduc-wage,706.6624,0.387973616390344
03,17,01,99,12,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Bloco 1,loweduc-selfemp,216.2719,0.118738157239738
03,17,01,99,12,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Bloco 1,higheduc-selfemp,97.4015,0.05347562315024
03,17,01,99,12,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Bloco 1,unpaidfam,256.0444,0.14057415793524
03,17,01,99,13,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Maiaia,higheduc-selfemp,117.3659,0.0881504846005029
03,17,01,99,13,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Maiaia,loweduc-selfemp,127.709,0.0959189188499013
03,17,01,99,13,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Maiaia,higheduc-wage,828.5628,0.622312037328982
03,17,01,99,13,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Maiaia,employer,169.9805,0.12766794654696
03,17,01,99,13,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Maiaia,unpaidfam,39.0771,0.0293497966767376
03,17,01,99,13,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Maiaia,loweduc-wage,48.7313,0.0366008159969164
03,17,01,99,14,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Mathapue,higheduc-wage,582.1865,0.161004061423008
03,17,01,99,14,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Mathapue,loweduc-wage,762.7045,0.210926433652454
03,17,01,99,14,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Mathapue,loweduc-selfemp,1178.2464,0.325844820786875
03,17,01,99,14,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Mathapue,unpaidfam,849.7343,0.23499458237255
03,17,01,99,14,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Mathapue,employer,136.2628,0.0376835674150312
03,17,01,99,14,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Mathapue,higheduc-selfemp,106.8395,0.0295465343500811
03,17,01,99,15,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Mocone,higheduc-wage,988.4332,0.291619676633436
03,17,01,99,15,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Mocone,loweduc-selfemp,854.964600000001,0.252242134506445
03,17,01,99,15,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Mocone,loweduc-wage,998.997100000001,0.294736367879732
03,17,01,99,15,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Mocone,unpaidfam,146.6207,0.0432578358575654
03,17,01,99,15,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Mocone,employer,263.8936,0.0778571240804471
03,17,01,99,15,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Mocone,higheduc-selfemp,136.5507,0.0402868610423743
03,17,01,99,16,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Nauaia,loweduc-selfemp,383.9211,0.460309288300718
03,17,01,99,16,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Nauaia,unpaidfam,179.9058,0.215701379161425
03,17,01,99,16,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Nauaia,loweduc-wage,173.6232,0.208168739942903
03,17,01,99,16,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Nauaia,employer,38.2795,0.045895912992298
03,17,01,99,16,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Nauaia,higheduc-selfemp,19.5141,0.0233967903374653
03,17,01,99,16,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Nauaia,higheduc-wage,38.8066,0.0465278892651918
03,17,01,99,17,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Uthupaia,loweduc-selfemp,1542.1278,0.308962611169239
03,17,01,99,17,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Uthupaia,higheduc-wage,931.9919,0.18672294929939
03,17,01,99,17,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Uthupaia,loweduc-wage,1371.0571,0.274688895225236
03,17,01,99,17,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Uthupaia,employer,173.646,0.0347896728008494
03,17,01,99,17,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Uthupaia,unpaidfam,739.7583,0.148209283304611
03,17,01,99,17,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Uthupaia,higheduc-selfemp,232.7277,0.046626588200674
03,17,01,99,18,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Ribaue,higheduc-wage,280.4889,0.150529126794547
03,17,01,99,18,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Ribaue,unpaidfam,511.4581,0.274482666462018
03,17,01,99,18,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Ribaue,higheduc-selfemp,77.1748,0.0414171657222223
03,17,01,99,18,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Ribaue,loweduc-selfemp,618.5759,0.33196925112955
03,17,01,99,18,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Ribaue,employer,86.6994,0.0465287039009785
03,17,01,99,18,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Ribaue,loweduc-wage,288.9559,0.155073085990685
03,17,01,99,19,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Triangulo,loweduc-wage,1681.196,0.320698851997624
03,17,01,99,19,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Triangulo,higheduc-selfemp,184.1724,0.0351320591112798
03,17,01,99,19,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Triangulo,loweduc-selfemp,1347.0619,0.256960642839822
03,17,01,99,19,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Triangulo,employer,233.453,0.0445326476481037
03,17,01,99,19,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Triangulo,higheduc-wage,1512.9416,0.288603252838722
03,17,01,99,19,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Triangulo,unpaidfam,283.4639,0.0540725455644489
03,17,01,99,20,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Quissimajulo,loweduc-selfemp,552.5565,0.450419507585716
03,17,01,99,20,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Quissimajulo,employer,47.9083,0.0390527174963442
03,17,01,99,20,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Quissimajulo,unpaidfam,606.9944,0.49479486487859
03,17,01,99,20,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Quissimajulo,higheduc-selfemp,9.542,0.00777821442944368
03,17,01,99,20,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Quissimajulo,loweduc-wage,9.7585,0.00795469560990633
03,17,01,99,21,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Machilone,loweduc-selfemp,29.1579,0.24588144220358
03,17,01,99,21,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Machilone,unpaidfam,89.4273,0.75411855779642
03,17,01,99,22,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Janga 1,loweduc-selfemp,138.7873,0.737023638957069
03,17,01,99,22,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Janga 1,unpaidfam,39.9088,0.211933865724096
03,17,01,99,22,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Janga 1,employer,9.6117,0.0510424953188344
03,17,01,99,23,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Janga 2,unpaidfam,19.5244,0.222640338993874
03,17,01,99,23,Nampula,Nacala Porto,Mutiva,Nao Aplicavel,Janga 2,loweduc-selfemp,68.1704,0.777359661006126
03,17,03,99,01,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Locone,unpaidfam,474.6977,0.520469905356689
03,17,03,99,01,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Locone,loweduc-selfemp,274.0031,0.300423548554036
03,17,03,99,01,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Locone,loweduc-wage,124.9983,0.137051124053786
03,17,03,99,01,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Locone,higheduc-wage,19.2915,0.0211516617400686
03,17,03,99,01,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Locone,higheduc-selfemp,19.0654,0.0209037602954205
03,17,03,99,02,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Inaco,loweduc-selfemp,126.3696,0.427541081221898
03,17,03,99,02,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Inaco,unpaidfam,130.2974,0.440829845757224
03,17,03,99,02,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Inaco,employer,9.7495,0.0329850832112541
03,17,03,99,02,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Inaco,higheduc-selfemp,19.2915,0.0652681401887182
03,17,03,99,02,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Inaco,loweduc-wage,9.865,0.0333758496209058
03,17,03,99,03,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Matola,loweduc-wage,77.1964,0.223027250751813
03,17,03,99,03,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Matola,loweduc-selfemp,120.0488,0.346831637486389
03,17,03,99,03,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Matola,higheduc-wage,9.542,0.0275676848489541
03,17,03,99,03,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Matola,employer,28.7654,0.0831057935185605
03,17,03,99,03,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Matola,unpaidfam,110.5773,0.319467633394283
03,17,03,99,04,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Mupete,employer,20.394,0.0627081277039306
03,17,03,99,04,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Mupete,unpaidfam,208.2376,0.64029567586349
03,17,03,99,04,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Mupete,loweduc-wage,57.4332,0.176597452194047
03,17,03,99,04,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Mupete,loweduc-selfemp,39.1562,0.120398744238533
03,17,03,99,05,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Muanona-Sede,unpaidfam,265.6078,0.616041709623258
03,17,03,99,05,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Muanona-Sede,loweduc-selfemp,98.3944,0.228212629272765
03,17,03,99,05,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Muanona-Sede,loweduc-wage,48.0847,0.111526019923818
03,17,03,99,05,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Muanona-Sede,higheduc-wage,19.0654,0.0442196411801584
03,17,03,99,06,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Mahelene,loweduc-selfemp,303.4337,0.36727884710006
03,17,03,99,06,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Mahelene,unpaidfam,474.7465,0.574637382679606
03,17,03,99,06,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Mahelene,loweduc-wage,9.7585,0.0118117751239428
03,17,03,99,06,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Mahelene,employer,38.2284,0.0462719950963915
03,17,03,99,07,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Murrupelane,loweduc-selfemp,487.3607,0.519463325745758
03,17,03,99,07,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Murrupelane,unpaidfam,297.1068,0.316677332476089
03,17,03,99,07,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Murrupelane,loweduc-wage,124.6509,0.132861699909742
03,17,03,99,07,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Murrupelane,higheduc-wage,19.0747,0.0203311573945183
03,17,03,99,07,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Murrupelane,higheduc-selfemp,10.0073,0.0106664844738928
03,17,03,99,08,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Navevene,unpaidfam,49.4882,0.385157547541331
03,17,03,99,08,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Navevene,higheduc-selfemp,9.5327,0.0741912486905412
03,17,03,99,08,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Navevene,loweduc-selfemp,30.4123,0.236693330593782
03,17,03,99,08,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Navevene,employer,39.055,0.303957873174346
03,17,03,99,09,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Josina Machel,unpaidfam,39.2683,0.563294879776451
03,17,03,99,09,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Josina Machel,loweduc-selfemp,30.4435,0.436705120223549
03,17,03,99,10,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Matalane,loweduc-selfemp,304.4316,0.435629413438087
03,17,03,99,10,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Matalane,unpaidfam,344.8808,0.493510596830481
03,17,03,99,10,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Matalane,employer,39.9865,0.0572190782443152
03,17,03,99,10,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Matalane,loweduc-wage,9.5327,0.0136409114871165
03,17,03,99,11,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Murrutumana,loweduc-selfemp,19.0654,0.488608347556881
03,17,03,99,11,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Murrutumana,unpaidfam,19.9544,0.511391652443119
03,17,03,99,12,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Namissica,unpaidfam,415.3152,0.762994171290607
03,17,03,99,12,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Namissica,loweduc-selfemp,109.0532,0.200346522257285
03,17,03,99,12,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Namissica,loweduc-wage,19.9545,0.0366593064521078
03,17,03,99,13,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Muambe,unpaidfam,237.5571,0.859605675145709
03,17,03,99,13,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Muambe,loweduc-selfemp,38.7988,0.140394324854291
03,17,03,99,15,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Nabulusa,unpaidfam,244.7183,0.366623460169272
03,17,03,99,15,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Nabulusa,loweduc-selfemp,355.3789,0.53240906785128
03,17,03,99,15,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Nabulusa,higheduc-wage,19.0654,0.0285627307704869
03,17,03,99,15,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Nabulusa,higheduc-selfemp,9.9823,0.0149549313085606
03,17,03,99,15,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Nabulusa,loweduc-wage,28.8146,0.0431684445151569
03,17,03,99,15,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Nabulusa,employer,9.5327,0.0142813653852435
03,17,03,99,16,Nampula,Nacala Porto,Muanona,Nao Aplicavel,25 de Setembro,loweduc-wage,87.428,0.183987056846841
03,17,03,99,16,Nampula,Nacala Porto,Muanona,Nao Aplicavel,25 de Setembro,unpaidfam,169.4772,0.356654747113549
03,17,03,99,16,Nampula,Nacala Porto,Muanona,Nao Aplicavel,25 de Setembro,loweduc-selfemp,198.8821,0.418535620608032
03,17,03,99,16,Nampula,Nacala Porto,Muanona,Nao Aplicavel,25 de Setembro,higheduc-wage,9.8656,0.0207615718994852
03,17,03,99,16,Nampula,Nacala Porto,Muanona,Nao Aplicavel,25 de Setembro,employer,9.5327,0.0200610035320936
03,17,03,99,17,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Nacurula,unpaidfam,429.5185,0.830232257859999
03,17,03,99,17,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Nacurula,loweduc-selfemp,78.2869,0.151323656019147
03,17,03,99,17,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Nacurula,higheduc-wage,9.542,0.0184440861208542
03,17,03,99,18,,,,,,loweduc-wage,9.6721,0.110296515751758
03,17,03,99,18,,,,,,loweduc-selfemp,48.7668,0.556115851197033
03,17,03,99,18,,,,,,unpaidfam,9.5234,0.108600804180094
03,17,03,99,18,,,,,,employer,19.7295,0.224986828871115
03,17,03,99,19,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Minhewene,loweduc-selfemp,48.4785,0.381054077868546
03,17,03,99,19,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Minhewene,unpaidfam,59.6596,0.468940537846805
03,17,03,99,19,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Minhewene,loweduc-wage,9.542,0.0750026921423243
03,17,03,99,19,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Minhewene,higheduc-wage,9.542,0.0750026921423243
03,17,03,99,20,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Conambia,higheduc-selfemp,9.6721,0.0658235997487405
03,17,03,99,20,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Conambia,unpaidfam,117.6441,0.800628421046184
03,17,03,99,20,Nampula,Nacala Porto,Muanona,Nao Aplicavel,Conambia,loweduc-wage,19.6235,0.133547979205075
03,18,01,01,99,Nampula,Nacala-A-Velha,Nacala-A-Velha,Vila De Nacala A Velha,Nao Aplicavel,loweduc-selfemp,1782.1121,0.382514384061581
03,18,01,01,99,Nampula,Nacala-A-Velha,Nacala-A-Velha,Vila De Nacala A Velha,Nao Aplicavel,unpaidfam,1763.2897,0.378474324660963
03,18,01,01,99,Nampula,Nacala-A-Velha,Nacala-A-Velha,Vila De Nacala A Velha,Nao Aplicavel,employer,128.3518,0.0275495630831502
03,18,01,01,99,Nampula,Nacala-A-Velha,Nacala-A-Velha,Vila De Nacala A Velha,Nao Aplicavel,loweduc-wage,352.8,0.0757253568374996
03,18,01,01,99,Nampula,Nacala-A-Velha,Nacala-A-Velha,Vila De Nacala A Velha,Nao Aplicavel,higheduc-selfemp,87.8473,0.0188556353166408
03,18,01,01,99,Nampula,Nacala-A-Velha,Nacala-A-Velha,Vila De Nacala A Velha,Nao Aplicavel,higheduc-wage,544.5405,0.116880736040166
03,21,01,01,01,,,,,,unpaidfam,6304.6254,0.407692416032067
03,21,01,01,01,,,,,,loweduc-selfemp,6957.3096,0.449898634724134
03,21,01,01,01,,,,,,higheduc-selfemp,636.5444,0.0411625287598662
03,21,01,01,01,,,,,,loweduc-wage,548.6849,0.0354810410339865
03,21,01,01,01,,,,,,employer,256.2441,0.0165701797640448
03,21,01,01,01,,,,,,higheduc-wage,760.763,0.049195199685901
03,21,03,01,99,Nampula,Ribáuè,Iapala,Vila De Iapala,Nao Aplicavel,unpaidfam,2156.1025,0.331830680701966
03,21,03,01,99,Nampula,Ribáuè,Iapala,Vila De Iapala,Nao Aplicavel,loweduc-selfemp,3606.24159999999,0.555011463927964
03,21,03,01,99,Nampula,Ribáuè,Iapala,Vila De Iapala,Nao Aplicavel,higheduc-selfemp,176.3303,0.0271377652395384
03,21,03,01,99,Nampula,Ribáuè,Iapala,Vila De Iapala,Nao Aplicavel,employer,129.3979,0.0199147272629223
03,21,03,01,99,Nampula,Ribáuè,Iapala,Vila De Iapala,Nao Aplicavel,loweduc-wage,235.4306,0.0362334797422999
03,21,03,01,99,Nampula,Ribáuè,Iapala,Vila De Iapala,Nao Aplicavel,higheduc-wage,194.0955,0.0298718831253098
04,01,01,99,01,Zambezia,Quelimane,Urbano 1,Nao Aplicavel,Aeroporto A,loweduc-wage,118.2459,0.146813557327064
04,01,01,99,01,Zambezia,Quelimane,Urbano 1,Nao Aplicavel,Aeroporto A,higheduc-wage,457.3704,0.5678689530893
04,01,01,99,01,Zambezia,Quelimane,Urbano 1,Nao Aplicavel,Aeroporto A,higheduc-selfemp,69.7033,0.086543291821835
04,01,01,99,01,Zambezia,Quelimane,Urbano 1,Nao Aplicavel,Aeroporto A,loweduc-selfemp,89.8769,0.111590739387402
04,01,01,99,01,Zambezia,Quelimane,Urbano 1,Nao Aplicavel,Aeroporto A,employer,30.1413,0.0374232973444511
04,01,01,99,01,Zambezia,Quelimane,Urbano 1,Nao Aplicavel,Aeroporto A,unpaidfam,40.0776,0.049760161029948
04,01,01,99,02,Zambezia,Quelimane,Urbano 1,Nao Aplicavel,Chirangano,unpaidfam,188.3745,0.190769187456302
04,01,01,99,02,Zambezia,Quelimane,Urbano 1,Nao Aplicavel,Chirangano,loweduc-selfemp,325.9522,0.330095826895858
04,01,01,99,02,Zambezia,Quelimane,Urbano 1,Nao Aplicavel,Chirangano,employer,39.9939,0.040502317491001
04,01,01,99,02,Zambezia,Quelimane,Urbano 1,Nao Aplicavel,Chirangano,loweduc-wage,216.7057,0.219460544320749
04,01,01,99,02,Zambezia,Quelimane,Urbano 1,Nao Aplicavel,Chirangano,higheduc-selfemp,58.1462,0.0588853763522748
04,01,01,99,02,Zambezia,Quelimane,Urbano 1,Nao Aplicavel,Chirangano,higheduc-wage,158.2747,0.160286747483815
04,01,01,99,03,Zambezia,Quelimane,Urbano 1,Nao Aplicavel,Filipe Samuel Magaia,higheduc-wage,327.1414,0.704059829979554
04,01,01,99,03,Zambezia,Quelimane,Urbano 1,Nao Aplicavel,Filipe Samuel Magaia,loweduc-wage,58.5794,0.126072097277521
04,01,01,99,03,Zambezia,Quelimane,Urbano 1,Nao Aplicavel,Filipe Samuel Magaia,employer,29.7116,0.0639440439040138
04,01,01,99,03,Zambezia,Quelimane,Urbano 1,Nao Aplicavel,Filipe Samuel Magaia,loweduc-selfemp,19.758,0.0425223286344561
04,01,01,99,03,Zambezia,Quelimane,Urbano 1,Nao Aplicavel,Filipe Samuel Magaia,higheduc-selfemp,19.3842,0.0417178521467772
04,01,01,99,03,Zambezia,Quelimane,Urbano 1,Nao Aplicavel,Filipe Samuel Magaia,unpaidfam,10.0754,0.0216838480576778
04,01,01,99,04,Zambezia,Quelimane,Urbano 1,Nao Aplicavel,Kansa,loweduc-wage,88.0076,0.171192435192725
04,01,01,99,04,Zambezia,Quelimane,Urbano 1,Nao Aplicavel,Kansa,higheduc-wage,267.4482,0.520240395669361
04,01,01,99,04,Zambezia,Quelimane,Urbano 1,Nao Aplicavel,Kansa,employer,49.1013,0.0955118775893051
04,01,01,99,04,Zambezia,Quelimane,Urbano 1,Nao Aplicavel,Kansa,loweduc-selfemp,59.9461,0.116607188916714
04,01,01,99,04,Zambezia,Quelimane,Urbano 1,Nao Aplicavel,Kansa,higheduc-selfemp,19.3289,0.0375985876287577
04,01,01,99,04,Zambezia,Quelimane,Urbano 1,Nao Aplicavel,Kansa,unpaidfam,30.2537,0.0588495150031376
04,01,01,99,05,Zambezia,Quelimane,Urbano 1,Nao Aplicavel,Liberdade,loweduc-wage,195.6164,0.188045572426755
04,01,01,99,05,Zambezia,Quelimane,Urbano 1,Nao Aplicavel,Liberdade,higheduc-selfemp,38.9368,0.0374298517121575
04,01,01,99,05,Zambezia,Quelimane,Urbano 1,Nao Aplicavel,Liberdade,higheduc-wage,577.7636,0.555402751964267
04,01,01,99,05,Zambezia,Quelimane,Urbano 1,Nao Aplicavel,Liberdade,loweduc-selfemp,168.9189,0.162381330216678
04,01,01,99,05,Zambezia,Quelimane,Urbano 1,Nao Aplicavel,Liberdade,employer,48.9202,0.0470268699977679
04,01,01,99,05,Zambezia,Quelimane,Urbano 1,Nao Aplicavel,Liberdade,unpaidfam,10.1047,0.00971362368237344
04,01,01,99,06,Zambezia,Quelimane,Urbano 1,Nao Aplicavel,Mapiazua,loweduc-selfemp,59.9695,0.155424253175961
04,01,01,99,06,Zambezia,Quelimane,Urbano 1,Nao Aplicavel,Mapiazua,higheduc-wage,256.6379,0.66513400885695
04,01,01,99,06,Zambezia,Quelimane,Urbano 1,Nao Aplicavel,Mapiazua,loweduc-wage,59.0876,0.153138613828027
04,01,01,99,06,Zambezia,Quelimane,Urbano 1,Nao Aplicavel,Mapiazua,unpaidfam,10.1489,0.0263031241390625
04,01,01,99,07,Zambezia,Quelimane,Urbano 1,Nao Aplicavel,Piloto,higheduc-wage,187.4661,0.545497637640847
04,01,01,99,07,Zambezia,Quelimane,Urbano 1,Nao Aplicavel,Piloto,loweduc-wage,68.1596,0.198333996293437
04,01,01,99,07,Zambezia,Quelimane,Urbano 1,Nao Aplicavel,Piloto,employer,58.5149,0.170269396529775
04,01,01,99,07,Zambezia,Quelimane,Urbano 1,Nao Aplicavel,Piloto,unpaidfam,10.0147,0.0291412430923873
04,01,01,99,07,Zambezia,Quelimane,Urbano 1,Nao Aplicavel,Piloto,loweduc-selfemp,19.5054,0.0567577264435532
04,01,01,99,08,Zambezia,Quelimane,Urbano 1,Nao Aplicavel,Popular,employer,9.7154,0.0264128383674248
04,01,01,99,08,Zambezia,Quelimane,Urbano 1,Nao Aplicavel,Popular,higheduc-wage,139.4722,0.379177046271811
04,01,01,99,08,Zambezia,Quelimane,Urbano 1,Nao Aplicavel,Popular,loweduc-selfemp,90.5588,0.246198298283957
04,01,01,99,08,Zambezia,Quelimane,Urbano 1,Nao Aplicavel,Popular,loweduc-wage,9.3861,0.0255175846800426
04,01,01,99,08,Zambezia,Quelimane,Urbano 1,Nao Aplicavel,Popular,unpaidfam,88.7297,0.241225603113623
04,01,01,99,08,Zambezia,Quelimane,Urbano 1,Nao Aplicavel,Popular,higheduc-selfemp,29.9665,0.0814686292831419
04,01,01,99,09,Zambezia,Quelimane,Urbano 1,Nao Aplicavel,Sinacura A,higheduc-wage,109.1328,0.3682517315452
04,01,01,99,09,Zambezia,Quelimane,Urbano 1,Nao Aplicavel,Sinacura A,loweduc-selfemp,69.8884,0.23582758176207
